Country Code,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
NAM,514378,523962,534163,544900,556141,567846,580024,592702,605902,619695,634138,649274,665119,681633,698797,716588,734866,753683,773428,794588,817474,842353,868954,896264,922900,947925,971117,992955,1014055,1035378,1057723,1080938,1105103,1131624,1162282,1198149,1239923,1286796,1336545,1386011,1432899,1476399,1516951,1555098,1591826,1627866,1663378,1698029,1731635,1763861,1794583,1823667,1851519,1879113,1907737,1938316,1971318,2006516,2043382,2081039,2118877,2156698,2194777,2233506,2273426,2314901,2358044,2402623,2448300,2494524,2540916,2587344,2633874,2680497,2727257,2774200,2821274,2868431,2915718,2963189,3010873,3058776,3106873,3155159,3203620,3252231,3300981,3349858,3398837,3447866,3496969,3546080,3595152,3644165,3693067,3741834,3790406,3838737,3886715,3934217,3981125,4027405,4073011,4117899,4162040,4205399,4247937,4289635,4330559,4370740,4410223,4449025,4487126,4524510,4561125,4596971,4632016,4666287,4699803,4732595,4764679,4796056,4826718,4856677,4885950,4914541,4942441,4969663,4996146,5021857,5046749,5070805,5094026,5116435,5138027,5158798,5178767,5197908,5216247,5233765,5250469,5266347,5281417,5295686,5309148,5321829,5333716,5344827,5355170,5364755,5373589
NCL,64822,64259,64409,65128,66273,67743,69469,71374,73442,75672,78059,80581,83214,85901,88572,91194,93688,96072,98609,101628,105323,109823,114984,120426,125648,130269,134169,137463,140262,142770,145141,147400,149535,151625,153752,155985,158350,160873,163655,166782,170335,174336,178759,183481,188366,193296,198237,203185,208065,212782,217263,221499,225482,229251,232881,236441,239924,243332,246696,250082,253529,257065,260656,264239,267732,271062,274190,277159,279986,282757,285491,288217,290924,293581,296210,298786,301316,303797,306250,308658,311027,313351,315642,317886,320071,322218,324297,326320,328294,330204,332036,333821,335518,337140,338702,340190,341601,342931,344187,345384,346495,347560,348556,349472,350336,351150,351910,352609,353268,353894,354479,355037,355554,356058,356533,356980,357394,357781,358157,358501,358814,359108,359368,359609,359821,360004,360160,360277,360371,360431,360457,360451,360411,360340,360240,360103,359950,359773,359551,359324,359085,358821,358535,358252,357954,357644,357322,356997,356660,356317,355991
NER,2559706,2638130,2716815,2795799,2875271,2955536,3037052,3120419,3206341,3295568,3388774,3486322,3588228,3693985,3802802,3914118,4027969,4144587,4263925,4385925,4510645,4637984,4768225,4902151,5040795,5184940,5335083,5491158,5652655,5818763,5989000,6163711,6343530,6528646,6719310,6915994,7118885,7328934,7548429,7780242,8026592,8288739,8566773,8860297,9168316,9490289,9826600,10178196,10545720,10929922,11331561,11751364,12189988,12647983,13125914,13624474,14143969,14685404,15250913,15843131,16464025,17114770,17795209,18504287,19240182,20001663,20788789,21602388,22442831,23310719,24206636,25130810,26083660,27066230,28079834,29125511,30203732,31314612,32458494,33635579,34846019,36089919,37367264,38677736,40020920,41396373,42803810,44242943,45713334,47214483,48745862,50306983,51897323,53516237,55163068,56837119,58537703,60264147,62015911,63792418,65593043,67417108,69263764,71131902,73020323,74927897,76853648,78796839,80756889,82733356,84725661,86732928,88754070,90787965,92833380,94889126,96954149,99027361,101107585,103193534,105283990,107377880,109474094,111571327,113668213,115763538,117856178,119945212,122029843,124109336,126182966,128249643,130308409,132358790,134400415,136432730,138455039,140466079,142463921,144446329,146411369,148357807,150284926,152192375,154079850,155946973,157793140,159617505,161418930,163196075,164947337
NGA,37859750,38424142,39035435,39686159,40370853,41086100,41830617,42605120,43412094,44255337,45138460,46063570,47029818,48032932,49066762,50127920,51217969,52342231,53506201,54717035,55982142,57296988,58665813,60114615,61677167,63374289,65221379,67203134,69271915,71361141,73423646,75440505,77427539,79414841,81448757,83562776,85766396,88048029,90395278,92788039,95212454,97667632,100161708,102700751,105293701,107948339,110668784,113457661,116319763,119260055,122283853,125394046,128596079,131900633,135320420,138865014,142538305,146339971,150269622,154324939,158503203,162805080,167228803,171765819,176404931,181137454,185960244,190873247,195874685,200963603,206139587,211400704,216746933,222182400,227713027,233343117,239073298,244902210,250829695,256855080,262977343,269195369,275507677,281912051,288405818,294986052,301649967,308394398,315215079,322107382,329066612,336089719,343172749,350309002,357490775,364711807,371966868,379253707,386572813,393926393,401314997,408736956,416187349,423659653,431145764,438639109,446135255,453632504,461130403,468629811,476130396,483629668,491123360,498607383,506076996,513527742,520955830,528358013,535730851,543071029,550374963,557638520,564857362,572027254,579143839,586202596,593199966,600131284,606989542,613766871,620456667,627054693,633558477,639965674,646274696,652484053,658591333,664594517,670493210,676287598,681977621,687562621,693041454,698412752,703675208,708827841,713870114,718801966,723623805,728336563,732941596
NIC,1294994,1332046,1372102,1414940,1460348,1508103,1557961,1609647,1662905,1717468,1773132,1829772,1887426,1946240,2006478,2068379,2131973,2197303,2264623,2334285,2406523,2481345,2558705,2638699,2721417,2806859,2894967,2985480,3077861,3171404,3265520,3360142,3455129,3549711,3642978,3734343,3823133,3909672,3995529,4082958,4173435,4267570,4364514,4462496,4559010,4652185,4741571,4827658,4910642,4991041,5069310,5145367,5219324,5292115,5364930,5438692,5513757,5590066,5667436,5745538,5824058,5903035,5982530,6062462,6142734,6223234,6303970,6384843,6465502,6545503,6624554,6702379,6779096,6855178,6931325,7008006,7085358,7163095,7240598,7317066,7391881,7464815,7535948,7605361,7673254,7739731,7804763,7868217,7930053,7990247,8048748,8105525,8160551,8213763,8265080,8314449,8361848,8407245,8450606,8491883,8531045,8568061,8602939,8635685,8666350,8694972,8721551,8746090,8768542,8788909,8807152,8823281,8837313,8849238,8859057,8866789,8872434,8876024,8877559,8877067,8874573,8870094,8863691,8855391,8845297,8833438,8819870,8804643,8787832,8769511,8749721,8728534,8706006,8682206,8657228,8631139,8603997,8575849,8546685,8516505,8485333,8453171,8420050,8386009,8351103,8315364,8278793,8241424,8203239,8164241,8124405
NIU,4666,4676,4692,4681,4683,4690,4697,4722,4749,4783,4830,4877,4930,4987,5040,5097,5152,5206,5242,5215,5127,4956,4722,4450,4194,3974,3796,3684,3603,3502,3401,3268,3123,2974,2837,2713,2607,2520,2446,2382,2332,2292,2261,2228,2201,2161,2124,2069,2009,1953,1902,1843,1795,1748,1713,1688,1667,1647,1633,1622,1622,1618,1606,1606,1607,1610,1611,1612,1610,1614,1618,1614,1616,1619,1612,1619,1631,1639,1646,1653,1662,1674,1675,1684,1696,1703,1707,1713,1717,1725,1732,1738,1739,1741,1748,1752,1756,1761,1768,1772,1771,1779,1779,1781,1788,1790,1794,1801,1803,1806,1809,1814,1809,1811,1817,1821,1821,1822,1819,1820,1819,1819,1818,1817,1814,1814,1810,1810,1805,1800,1798,1798,1795,1785,1786,1785,1784,1780,1775,1776,1774,1766,1762,1759,1757,1750,1743,1734,1732,1730,1726
NLD,10042051,10167541,10297986,10432296,10569687,10709621,10851925,10996626,11144074,11294684,11448815,11606398,11766730,11928359,12089386,12248333,12404189,12556841,12706787,12855006,13001941,13147935,13291876,13431187,13562431,13683287,13793110,13892920,13984050,14068597,14148410,14223757,14295209,14365388,14437510,14513947,14595749,14682662,14774031,14868659,14965442,15064522,15165856,15268005,15369121,15467852,15563252,15655482,15745650,15835525,15926188,16018112,16110355,16200948,16287183,16367153,16440091,16506651,16568105,16626379,16682927,16738190,16791850,16843512,16892517,16938492,16981285,17021343,17059560,17097123,17134873,17173094,17211449,17249269,17285564,17319572,17351065,17380060,17406365,17429837,17450317,17467693,17481787,17492405,17499317,17502356,17501491,17496760,17488287,17476232,17460761,17441987,17420068,17395277,17367956,17338422,17306921,17273648,17238808,17202644,17165370,17127205,17088389,17049226,17010049,16971149,16932719,16894924,16857921,16821905,16787006,16753304,16720863,16689788,16660133,16631950,16605223,16579878,16555700,16532398,16509724,16487603,16465884,16444291,16422498,16400215,16377336,16353829,16329610,16304617,16278811,16252180,16224753,16196760,16168530,16140322,16112210,16084246,16056492,16029050,16001970,15975313,15949140,15923480,15898359,15873838,15849869,15826505,15803683,15781405,15759617
NOR,3265274,3300751,3334477,3367054,3398913,3430335,3461518,3492445,3523049,3553129,3582508,3611139,3639213,3667113,3695417,3724457,3754354,3784867,3815641,3846177,3876049,3905274,3933726,3960805,3985735,4008026,4027475,4044335,4059186,4072875,4086070,4098974,4111649,4124587,4138265,4153111,4169318,4186971,4205959,4226116,4247286,4269465,4292685,4316790,4341616,4366996,4393217,4420266,4447485,4474008,4499375,4523139,4546017,4570096,4598210,4632359,4672986,4719403,4771014,4826847,4885878,4948335,5013716,5079460,5142269,5199827,5250950,5296324,5337960,5378859,5421242,5465629,5511372,5558026,5604804,5651099,5696884,5742396,5787492,5832030,5875922,5919067,5961450,6003030,6043821,6083778,6122921,6161209,6198703,6235452,6271491,6306826,6341517,6375569,6409066,6442054,6474582,6506651,6538301,6569518,6600338,6630787,6660891,6690675,6720149,6749341,6778282,6807000,6835522,6863910,6892209,6920419,6948568,6976696,7004843,7033029,7061257,7089533,7117859,7146233,7174667,7203135,7231630,7260051,7288300,7316280,7343970,7371354,7398434,7425153,7451520,7477527,7503165,7528520,7553621,7578557,7603328,7627974,7652543,7677100,7701670,7726321,7751047,7775874,7800788,7825810,7850943,7876208,7901601,7927161,7952927
NPL,8483322,8663602,8834698,8999194,9159320,9316916,9473411,9629865,9786976,9945213,10105060,10267260,10433147,10604620,10783958,10972912,11172530,11382965,11603921,11834657,12074628,12323984,12583142,12852205,13131260,13420367,13719466,14028535,14347653,14676932,15016408,15367229,15729431,16100623,16477488,16858315,17239677,17623697,18020755,18445021,18905480,19405506,19938322,20489973,21040899,21576074,22090352,22584772,23057875,23509971,23941099,24347113,24725625,25080880,25419337,25744500,26066687,26382586,26666581,26883531,27013207,27041220,26989160,26916795,26905982,27015033,27263430,27632682,28095712,28608715,29136808,29674920,30225581,30769709,31285685,31757445,32175314,32539190,32855383,33135729,33389540,33617129,33816616,33993055,34152470,34299613,34437142,34565536,34684504,34792717,34889298,34974738,35050217,35116133,35172853,35220648,35259668,35289884,35310968,35322454,35323925,35315334,35296578,35267184,35226561,35174289,35110127,35034161,34946556,34847639,34737666,34616698,34484731,34341832,34188126,34023701,33848701,33663265,33467456,33261355,33045061,32818792,32582764,32337197,32082268,31818213,31545383,31264157,30974914,30678054,30374079,30063386,29746523,29424218,29097291,28766498,28432386,28095462,27756430,27416019,27074874,26733521,26392385,26051785,25712040,25373419,25036241,24700790,24367419,24036427,23708193
NRU,3430,3466,3555,3655,3738,3819,3888,3959,4051,4186,4377,4627,4942,5270,5590,5859,6065,6221,6343,6445,6553,6669,6798,6929,7062,7178,7284,7396,7505,7626,7751,7871,8016,8163,8331,8501,8679,8868,9058,9275,9506,9766,10030,10287,10496,10626,10677,10643,10567,10449,10335,10219,10102,9990,9906,9848,9827,9846,9880,9945,10009,10069,10136,10208,10289,10374,10474,10577,10678,10764,10834,10873,10894,10918,10932,10942,10943,10968,10975,10987,10992,11006,11000,11013,11016,11012,11026,11019,11024,11018,11003,11011,11001,10987,10966,10941,10927,10894,10871,10832,10804,10753,10717,10660,10627,10561,10512,10454,10391,10329,10268,10202,10133,10060,9983,9910,9833,9741,9665,9580,9495,9397,9309,9211,9110,9020,8899,8797,8703,8583,8467,8351,8229,8121,7997,7860,7736,7605,7475,7343,7210,7071,6936,6792,6657,6514,6371,6234,6086,5940,5794
NZL,1908011,1947929,1992809,2040237,2088487,2136388,2183460,2229828,2276133,2323404,2372599,2424064,2477192,2530186,2580536,2626649,2667085,2702676,2736821,2774358,2818391,2870817,2929687,2989412,3042175,3082622,3108574,3122406,3128958,3135301,3146610,3164823,3188537,3215732,3243034,3268234,3290304,3310751,3332787,3360956,3398175,3446171,3503194,3564473,3623272,3674940,3717352,3752355,3783976,3818128,3858992,3907941,3963202,4022074,4080421,4135353,4185881,4233046,4278156,4323338,4370060,4418674,4468462,4518519,4567522,4614527,4659265,4702029,4743131,4783062,4822233,4860642,4898201,4934976,4971047,5006449,5041237,5075413,5108863,5141412,5172961,5203483,5232992,5261491,5288960,5315419,5340850,5365265,5388730,5411290,5433000,5453896,5473987,5493293,5511820,5529569,5546572,5562882,5578512,5593464,5607793,5621523,5634700,5647381,5659628,5671528,5683082,5694344,5705407,5716351,5727273,5738182,5749095,5760043,5771001,5781981,5792998,5804005,5815000,5825939,5836784,5847510,5858075,5868401,5878371,5887904,5896974,5905573,5913618,5921088,5927913,5934120,5939713,5944763,5949365,5953610,5957525,5961141,5964567,5967920,5971277,5974716,5978238,5981835,5985480,5989171,5992892,5996643,6000456,6004347,6008350
OMN,456410,462255,469346,477443,486315,495825,505888,516467,527591,539320,551735,564891,578827,593498,608890,625006,642007,660117,679592,700725,723842,748968,776385,806985,841952,882038,927434,977804,1032797,1091858,1154373,1220578,1290121,1361085,1431066,1498413,1561180,1619871,1678119,1741155,1812158,1893761,1983272,2072106,2148416,2204267,2236652,2249759,2251859,2254898,2267973,2294959,2334860,2386164,2445524,2511254,2580753,2657162,2750956,2876186,3041435,3251102,3498031,3764805,4027255,4267341,4479217,4665926,4829476,4974992,5106622,5223376,5324000,5412488,5494163,5573004,5650935,5727614,5801981,5871931,5936083,5994534,6048507,6099217,6148205,6196684,6245176,6293667,6342066,6390043,6437413,6484213,6530679,6577189,6624176,6671904,6720504,6769717,6819063,6867824,6915451,6961709,7006597,7049915,7091490,7131223,7168962,7204601,7238034,7269193,7298036,7324513,7348592,7370366,7389877,7407205,7422385,7435479,7446594,7455890,7463490,7469485,7473947,7476983,7478753,7479335,7478845,7477334,7474859,7471500,7467288,7462300,7456577,7450175,7443089,7435386,7427060,7418182,7408809,7399034,7388921,7378502,7367758,7356690,7345262,7333449,7321219,7308550,7295442,7281892,7267893
PAK,37542370,37992884,38516514,39109090,39767169,40488032,41269721,42111011,43011324,43970560,44988690,46065229,47198886,48387293,49627623,50917975,52260183,53655783,55102690,56598148,58142062,59734479,61381982,63099404,64905996,66816875,68834324,70958168,73197254,75561128,78054346,80680461,83431597,86285936,89213708,92191505,95215375,98285762,101389603,104512874,107647918,110778655,113911126,117086680,120362764,123776835,127349293,131057432,134843233,138624625,142343583,145978408,149549695,153093371,156664698,160304007,164022626,167808106,171648984,175525610,179424643,183340168,187280125,191260799,195305012,199426953,203631356,207906210,212228288,216565317,220892331,225199929,229488996,233757257,238005632,242234059,246439287,250616681,254763723,258878228,262958797,267003452,271012330,274988813,278937966,282863440,286764627,290640069,294491539,298321102,302129186,305915422,309676051,313403752,317088957,320723649,324303422,327825901,331287293,334684204,338013194,341271805,344456522,347561771,350581317,353510572,356346457,359089093,361741326,364307900,366792374,369195544,371516311,373754207,375908306,377978142,379963849,381866512,383687783,385429778,387094155,388681670,390192415,391626542,392983958,394264628,395469303,396598390,397651111,398626288,399523347,400342407,401084708,401752325,402348004,402874000,403331809,403722051,404045156,404301213,404490722,404614833,404675241,404673992,404613267,404495157,404321571,404094184,403814482,403483685,403102827
PAN,859658,881345,904406,928745,954313,981083,1009040,1038181,1068544,1100139,1133005,1167120,1202447,1238893,1276331,1314679,1353847,1393824,1434676,1476481,1519286,1563093,1607797,1653208,1699056,1745142,1791389,1837804,1884427,1931302,1978489,2025965,2073748,2121863,2170330,2219200,2268500,2318259,2368556,2419424,2470946,2523115,2575949,2629584,2684117,2739667,2796291,2853907,2912318,2971197,3030333,3089641,3149195,3209056,3269356,3330222,3391673,3453671,3516204,3579215,3642691,3706479,3770635,3835447,3901311,3968490,4037073,4106764,4176868,4246440,4314768,4381583,4446957,4510970,4573765,4635498,4696093,4755484,4813771,4871105,4927612,4983332,5038193,5092195,5145234,5197278,5248306,5298340,5347337,5395318,5442241,5488110,5532917,5576648,5619334,5660970,5701576,5741110,5779545,5816844,5852939,5887846,5921567,5954128,5985556,6015893,6045145,6073321,6100396,6126379,6151259,6175044,6197754,6219415,6240026,6259655,6278284,6295942,6312653,6328434,6343326,6357338,6370496,6382793,6394278,6404961,6414873,6423999,6432366,6439938,6446736,6452751,6458002,6462528,6466340,6469492,6471966,6473779,6474951,6475461,6475320,6474538,6473113,6471074,6468420,6465164,6461309,6456856,6451840,6446216,6439999
